Time(s),KS_voltage(V),Pressure_voltage(V)
34.83299912,1.42232099915,1.10463834
34.83399912,1.5,1.10463834
34.83499912,1.4956938982,1.12192416
34.83599912,1.52588274956,1.10463834
34.83699912,1.4870663147,1.10463834
34.83799912,1.47411725044,1.12192416
34.83899912,1.53452571106,1.12192416
34.83999912,1.4870663147,1.12192416
34.84099912,1.46547428894,1.12192416
34.84199912,1.46547428894,1.12192416
34.84299912,1.54315329361,1.12192416
34.84399912,1.5043061018,1.12192416
34.84499912,1.5043061018,1.12192416
34.84599912,1.44821912384,1.12192416
34.84699912,1.50862758255,1.12192416
34.84799912,1.5215766468,1.12192416
34.84899912,1.44389764023,1.12192416
34.84999912,1.49137241745,1.10463834
34.85099912,1.5,1.12192416
34.85199912,1.56905142212,1.10463834
34.85299912,1.4870663147,1.12192416
34.85399912,1.54315329361,1.12192416
34.85499912,1.53452571106,1.10463834
34.85599912,1.56040846252,1.12192416
34.85699912,1.53883181381,1.12192416
34.85799912,1.50862758255,1.10463834
34.85899912,1.58200048828,1.10463834
34.85999912,1.52588274956,1.12192416
34.86099912,1.5043061018,1.10463834
34.86199912,1.4784233532,1.12192416
34.86299912,1.54315329361,1.10463834
34.86399912,1.4827448349,1.12192416
34.86499912,1.4870663147,1.12192416
34.86599912,1.42232099915,1.10463834
34.86699912,1.44389764023,1.10463834
34.86799912,1.4870663147,1.10463834
34.86899912,1.39642286682,1.10463834
34.86999912,1.43094857788,1.10463834
34.87099912,1.44389764023,1.10463834
34.87199912,1.5,1.10463834
34.87299912,1.42664247131,1.12192416
34.87399912,1.49137241745,1.12192416
34.87499912,1.4784233532,1.10463834
34.87599912,1.50862758255,1.10463834
34.87699912,1.4827448349,1.12192416
34.87799912,1.46547428894,1.10463834
34.87899912,1.53020423126,1.10463834
34.87999912,1.4870663147,1.10463834
34.88099912,1.4956938982,1.10463834
34.88199912,1.44821912384,1.10463834
34.88299912,1.5129336853,1.12192416
34.88399912,1.46979576874,1.10463834
34.88499912,1.44821912384,1.10463834
34.88599912,1.41799951172,1.10463834
34.88699912,1.44821912384,1.10463834
34.88799912,1.5,1.12192416
34.88899912,1.42232099915,1.10463834
34.88999912,1.45254059982,1.10463834
34.89099912,1.44389764023,1.12192416
34.89199912,1.5172551651,1.10463834
34.89299912,1.43527005768,1.10463834
34.89399912,1.4870663147,1.10463834
34.89499912,1.5172551651,1.10463834
34.89599912,1.53883181381,1.10463834
34.89699912,1.50862758255,1.12192416
34.89799912,1.5043061018,1.12192416
34.89899912,1.56040846252,1.10463834
34.89999912,1.5,1.10463834
34.90099912,1.53452571106,1.10463834
34.90199912,1.5,1.12192416
34.90299912,1.55610235977,1.12192416
34.90399912,1.4956938982,1.10463834
34.90499912,1.4870663147,1.10463834
34.90599912,1.46116818619,1.12192416
34.90699912,1.4870663147,1.10463834
34.90799912,1.5215766468,1.10463834
34.90899912,1.4784233532,1.10463834
34.90999912,1.5043061018,1.12192416
34.91099912,1.5,1.10463834
34.91199912,1.54745940018,1.12192416
34.91299912,1.4956938982,1.10463834
34.91399912,1.5172551651,1.10463834
34.91499912,1.53020423126,1.10463834
34.91599912,1.56040846252,1.10463834
34.91699912,1.5172551651,1.10463834
34.91799912,1.50862758255,1.10463834
34.91899912,1.58200048828,1.10463834
34.91999912,1.52588274956,1.10463834
34.92099912,1.5172551651,1.10463834
34.92199912,1.49137241745,1.10463834
34.92299912,1.53020423126,1.0873524
34.92399912,1.5,1.10463834
34.92499912,1.46547428894,1.10463834
34.92599912,1.44821912384,1.10463834
34.92699912,1.46547428894,1.10463834
34.92799912,1.4827448349,1.10463834
34.92899912,1.44389764023,1.12192416
34.92999912,1.46116818619,1.10463834
34.93099912,1.44821912384,1.12192416
34.93199912,1.50862758255,1.10463834
34.93299912,1.44821912384,1.10463834
34.93399912,1.47411725044,1.12192416
34.93499912,1.5043061018,1.10463834
34.93599912,1.53883181381,1.12192416
34.93699912,1.4784233532,1.12192416
34.93799912,1.5,1.10463834
34.93899912,1.56905142212,1.10463834
34.93999912,1.52588274956,1.10463834
34.94099912,1.53452571106,1.10463834
34.94199912,1.49137241745,1.12192416
34.94299912,1.56040846252,1.12192416
34.94399912,1.54315329361,1.10463834
34.94499912,1.50862758255,1.10463834
34.94599912,1.4827448349,1.10463834
34.94699912,1.50862758255,1.10463834
34.94799912,1.5172551651,1.10463834
34.94899912,1.4784233532,1.10463834
34.94999912,1.47411725044,1.12192416
34.95099912,1.4956938982,1.10463834
34.95199912,1.53883181381,1.10463834
34.95299912,1.46979576874,1.12192416
34.95399912,1.4956938982,1.10463834
34.95499912,1.50862758255,1.10463834
34.95599912,1.5043061018,1.10463834
34.95699912,1.4870663147,1.12192416
34.95799912,1.47411725044,1.12192416
34.95899912,1.53020423126,1.10463834
34.95999912,1.5,1.10463834
34.96099912,1.5172551651,1.10463834
34.96199912,1.47411725044,1.10463834
34.96299912,1.53883181381,1.10463834
34.96399912,1.5,1.10463834
34.96499912,1.4784233532,1.10463834
34.96599912,1.46547428894,1.10463834
34.96699912,1.4870663147,1.10463834
34.96799912,1.4956938982,1.10463834
34.96899912,1.44821912384,1.10463834
34.96999912,1.5,1.10463834
34.97099912,1.5043061018,1.10463834
34.97199912,1.56472994232,1.10463834
34.97299912,1.44821912384,1.12192416
34.97399912,1.4956938982,1.10463834
34.97499912,1.5172551651,1.12192416
34.97599912,1.50862758255,1.12192416
34.97699912,1.4827448349,1.10463834
34.97799912,1.46979576874,1.10463834
34.97899912,1.53452571106,1.10463834
34.97999912,1.4956938982,1.12192416
34.98099912,1.5215766468,1.10463834
34.98199912,1.45254059982,1.10463834
34.98299912,1.5215766468,1.10463834
34.98399912,1.49137241745,1.10463834
34.98499912,1.46547428894,1.10463834
34.98599912,1.45254059982,1.10463834
34.98699912,1.47411725044,1.12192416
34.98799912,1.4956938982,1.10463834
34.98899912,1.41799951172,1.10463834
34.98999912,1.53020423126,1.10463834
34.99099912,1.46979576874,1.10463834
34.99199912,1.5172551651,1.10463834
34.99299912,1.43959153748,1.12192416
34.99399912,1.52588274956,1.12192416
34.99499912,1.53452571106,1.10463834
34.99599912,1.53020423126,1.10463834
34.99699912,1.53020423126,1.10463834
34.99799912,1.50862758255,1.10463834
34.99899912,1.59062806702,1.10463834
34.99999912,1.53020423126,1.10463834
35.00099912,1.54745940018,1.10463834
35.00199912,1.53020423126,1.10463834
35.00299912,1.57767900085,1.10463834
35.00399912,1.53452571106,1.10463834
35.00499912,1.5129336853,1.10463834
35.00599912,1.49137241745,1.10463834
35.00699912,1.5043061018,1.10463834
35.00799912,1.5215766468,1.10463834
35.00899912,1.41799951172,1.10463834
35.00999912,1.4956938982,1.10463834
35.01099912,1.4956938982,1.12192416
35.01199912,1.5043061018,1.10463834
35.01299912,1.4784233532,1.10463834
35.01399912,1.4827448349,1.10463834
35.01499912,1.5172551651,1.10463834
35.01599912,1.50862758255,1.10463834
35.01699912,1.5,1.10463834
35.01799912,1.49137241745,1.10463834
35.01899912,1.57767900085,1.10463834
35.01999912,1.5172551651,1.10463834
35.02099912,1.54315329361,1.10463834
35.02199912,1.5,1.10463834
35.02299912,1.57767900085,1.10463834
35.02399912,1.54315329361,1.10463834
35.02499912,1.5,1.10463834
35.02599912,1.4956938982,1.10463834
35.02699912,1.5043061018,1.10463834
35.02799912,1.5215766468,1.10463834
35.02899912,1.44821912384,1.10463834
35.02999912,1.53452571106,1.10463834
35.03099912,1.4784233532,1.10463834
35.03199912,1.49137241745,1.12192416
35.03299911,1.43527005768,1.10463834
35.03399911,1.46116818619,1.10463834
35.03499911,1.5,1.12192416
35.03599911,1.4827448349,1.10463834
35.03699911,1.46979576874,1.10463834
35.03799911,1.46116818619,1.12192416
35.03899911,1.53020423126,1.10463834
35.03999911,1.46979576874,1.12192416
35.04099911,1.49137241745,1.10463834
35.04199911,1.4784233532,1.10463834
35.04299911,1.55610235977,1.10463834
35.04399911,1.5129336853,1.12192416
35.04499911,1.44389764023,1.12192416
35.04599911,1.46547428894,1.10463834
35.04699911,1.47411725044,1.10463834
35.04799911,1.46979576874,1.10463834
35.04899911,1.40074434662,1.0873524
35.04999911,1.4784233532,1.10463834
35.05099911,1.4956938982,1.10463834
35.05199911,1.4956938982,1.10463834
35.05299911,1.44389764023,1.12192416
35.05399911,1.4827448349,1.10463834
35.05499911,1.5,1.10463834
35.05599911,1.4827448349,1.12192416
35.05699911,1.4784233532,1.10463834
35.05799911,1.47411725044,1.12192416
35.05899911,1.54315329361,1.10463834
35.05999911,1.49137241745,1.10463834
35.06099911,1.53883181381,1.12192416
35.06199911,1.45254059982,1.10463834
35.06299911,1.53452571106,1.10463834
35.06399911,1.5043061018,1.12192416
35.06499911,1.45254059982,1.10463834
35.06599911,1.47411725044,1.10463834
35.06699911,1.45684670639,1.10463834
35.06799911,1.46979576874,1.10463834
35.06899911,1.43094857788,1.10463834
35.06999911,1.5043061018,1.10463834
35.07099911,1.44389764023,1.10463834
35.07199911,1.5,1.10463834
35.07299911,1.43959153748,1.10463834
35.07399911,1.4784233532,1.10463834
35.07499911,1.5172551651,1.10463834
35.07599911,1.5,1.10463834
35.07699911,1.5,1.10463834
35.07799911,1.4870663147,1.10463834
35.07899911,1.55178087616,1.10463834
35.07999911,1.5,1.12192416
35.08099911,1.50862758255,1.10463834
35.08199911,1.53020423126,1.10463834
35.08299911,1.58200048828,1.10463834
35.08399911,1.53020423126,1.10463834
35.08499911,1.4827448349,1.10463834
35.08599911,1.5,1.10463834
35.08699911,1.50862758255,1.10463834
35.08799911,1.5,1.10463834
35.08899911,1.45684670639,1.10463834
35.08999911,1.54315329361,1.10463834
35.09099911,1.49137241745,1.10463834
35.09199911,1.5,1.12192416
35.09299911,1.43959153748,1.12192416
35.09399911,1.4827448349,1.10463834
35.09499911,1.5215766468,1.12192416
35.09599911,1.49137241745,1.12192416
35.09699911,1.4956938982,1.10463834
35.09799911,1.4827448349,1.10463834
35.09899911,1.56472994232,1.10463834
35.09999911,1.49137241745,1.10463834
35.10099911,1.5129336853,1.10463834
35.10199911,1.5,1.10463834
35.10299911,1.58200048828,1.10463834
35.10399911,1.54315329361,1.10463834
35.10499911,1.4870663147,1.10463834
35.10599911,1.5172551651,1.10463834
35.10699911,1.5,1.10463834
35.10799911,1.5172551651,1.10463834
35.10899911,1.45684670639,1.12192416
35.10999911,1.54315329361,1.10463834
35.11099911,1.52588274956,1.10463834
35.11199911,1.5172551651,1.10463834
35.11299911,1.44821912384,1.10463834
35.11399911,1.4870663147,1.10463834
35.11499911,1.53452571106,1.12192416
35.11599911,1.50862758255,1.10463834
35.11699911,1.5,1.10463834
35.11799911,1.49137241745,1.10463834
35.11899911,1.55610235977,1.10463834
35.11999911,1.47411725044,1.10463834
35.12099911,1.53883181381,1.10463834
35.12199911,1.5215766468,1.10463834
35.12299911,1.59493417358,1.10463834
35.12399911,1.52588274956,1.10463834
35.12499911,1.5129336853,1.10463834
35.12599911,1.5215766468,1.10463834
35.12699911,1.5215766468,1.10463834
35.12799911,1.5129336853,1.10463834
35.12899911,1.46979576874,1.10463834
35.12999911,1.53452571106,1.10463834
35.13099911,1.5,1.10463834
35.13199911,1.53020423126,1.10463834
35.13299911,1.45684670639,1.10463834
35.13399911,1.5,1.10463834
35.13499911,1.50862758255,1.10463834
35.13599911,1.4827448349,1.10463834
35.13699911,1.4827448349,1.10463834
35.13799911,1.46979576874,1.10463834
35.13899911,1.54745940018,1.10463834
35.13999911,1.46547428894,1.10463834
35.14099911,1.5172551651,1.10463834
35.14199911,1.4956938982,1.10463834
35.14299911,1.57335752869,1.10463834
35.14399911,1.5172551651,1.10463834
35.14499911,1.47411725044,1.10463834
35.14599911,1.5043061018,1.10463834
35.14699911,1.4956938982,1.10463834
35.14799911,1.4956938982,1.10463834
35.14899911,1.47411725044,1.10463834
35.14999911,1.54745940018,1.10463834
35.15099911,1.4784233532,1.12192416
35.15199911,1.4956938982,1.10463834
35.15299911,1.43527005768,1.10463834
35.15399911,1.4956938982,1.10463834
35.15499911,1.5043061018,1.10463834
35.15599911,1.46116818619,1.10463834
35.15699911,1.46116818619,1.10463834
35.15799911,1.46547428894,1.10463834
35.15899911,1.50862758255,1.10463834
35.15999911,1.43094857788,1.10463834
35.16099911,1.5129336853,1.10463834
35.16199911,1.47411725044,1.10463834
35.16299911,1.54745940018,1.10463834
35.16399911,1.5043061018,1.12192416
35.16499911,1.47411725044,1.10463834
35.16599911,1.4956938982,1.10463834
35.16699911,1.4870663147,1.10463834
35.16799911,1.4784233532,1.10463834
35.16899911,1.44821912384,1.10463834
35.16999911,1.53452571106,1.10463834
35.17099911,1.4870663147,1.10463834
35.17199911,1.5129336853,1.10463834
35.17299911,1.46979576874,1.10463834
35.17399911,1.47411725044,1.10463834
35.17499911,1.53452571106,1.10463834
35.17599911,1.4827448349,1.10463834
35.17699911,1.50862758255,1.10463834
35.17799911,1.5043061018,1.10463834
35.17899911,1.55178087616,1.10463834
35.17999911,1.46116818619,1.10463834
35.18099911,1.50862758255,1.10463834
35.18199911,1.49137241745,1.10463834
35.18299911,1.56472994232,1.10463834
35.18399911,1.5215766468,1.10463834
35.18499911,1.4784233532,1.10463834
35.18599911,1.4870663147,1.10463834
35.18699911,1.4870663147,1.10463834
35.18799911,1.47411725044,1.10463834
35.18899911,1.43527005768,1.10463834
35.18999911,1.54315329361,1.10463834
35.19099911,1.4827448349,1.10463834
35.19199911,1.53452571106,1.10463834
35.19299911,1.44821912384,1.10463834
35.19399911,1.45684670639,1.10463834
35.19499911,1.4870663147,1.10463834
35.19599911,1.45684670639,1.10463834
35.19699911,1.46979576874,1.10463834
35.19799911,1.4784233532,1.10463834
35.19899911,1.56472994232,1.10463834
35.19999911,1.47411725044,1.10463834
35.20099911,1.5043061018,1.10463834
35.20199911,1.50862758255,1.10463834
35.20299911,1.56472994232,1.10463834
35.20399911,1.54745940018,1.10463834
35.20499911,1.49137241745,1.10463834
35.20599911,1.54315329361,1.10463834
35.20699911,1.53883181381,1.10463834
35.20799911,1.5215766468,1.10463834
35.20899911,1.45684670639,1.10463834
35.20999911,1.58200048828,1.10463834
35.21099911,1.5043061018,1.10463834
35.21199911,1.57767900085,1.10463834
35.21299911,1.4827448349,1.10463834
35.21399911,1.5215766468,1.10463834
35.21499911,1.55610235977,1.10463834
35.21599911,1.5,1.10463834
35.21699911,1.5129336853,1.10463834
35.21799911,1.4956938982,1.10463834
35.21899911,1.58630658722,1.10463834
35.21999911,1.4827448349,1.10463834
35.22099911,1.54315329361,1.10463834
35.22199911,1.53020423126,1.10463834
35.22299911,1.58630658722,1.10463834
35.22399911,1.55178087616,1.10463834
35.22499911,1.5129336853,1.10463834
35.22599911,1.53883181381,1.10463834
35.22699911,1.5215766468,1.10463834
35.22799911,1.5129336853,1.10463834
35.22899911,1.44821912384,1.10463834
35.22999911,1.56472994232,1.10463834
35.23099911,1.4784233532,1.10463834
35.23199911,1.5,1.10463834
35.23299911,1.44389764023,1.10463834
35.23399911,1.43527005768,1.10463834
35.23499911,1.4784233532,1.10463834
35.23599911,1.43527005768,1.10463834
35.23699911,1.4784233532,1.10463834
35.23799911,1.46547428894,1.10463834
35.23899911,1.55610235977,1.10463834
35.23999911,1.43959153748,1.10463834
35.24099911,1.52588274956,1.10463834
35.24199911,1.46979576874,1.10463834
35.24299911,1.54745940018,1.10463834
35.24399911,1.5172551651,1.10463834
35.24499911,1.46979576874,1.10463834
35.24599911,1.5172551651,1.10463834
35.24699911,1.49137241745,1.10463834
35.24799911,1.5,1.10463834
35.24899911,1.41799951172,1.10463834
35.24999911,1.54315329361,1.10463834
35.25099911,1.50862758255,1.10463834
35.25199911,1.4956938982,1.10463834
35.25299911,1.45254059982,1.10463834
35.25399911,1.45254059982,1.10463834
35.25499911,1.4827448349,1.10463834
35.25599911,1.44389764023,1.10463834
35.25699911,1.46116818619,1.10463834
35.25799911,1.45254059982,1.10463834
35.25899911,1.53883181381,1.10463834
35.25999911,1.44821912384,1.10463834
35.26099911,1.49137241745,1.10463834
35.26199911,1.44389764023,1.10463834
35.26299911,1.5172551651,1.10463834
35.26399911,1.4827448349,1.10463834
35.26499911,1.46547428894,1.10463834
35.26599911,1.4870663147,1.10463834
35.26699911,1.4827448349,1.10463834
35.26799911,1.49137241745,1.10463834
35.26899911,1.40506582642,1.10463834
35.26999911,1.5129336853,1.10463834
35.27099911,1.4827448349,1.10463834
35.27199911,1.49137241745,1.10463834
35.27299911,1.45254059982,1.10463834
35.27399911,1.46116818619,1.10463834
35.27499911,1.46979576874,1.10463834
35.27599911,1.44389764023,1.10463834
35.27699911,1.46979576874,1.10463834
35.27799911,1.47411725044,1.10463834
35.27899911,1.54315329361,1.10463834
35.27999911,1.46116818619,1.10463834
35.28099911,1.4956938982,1.0873524
35.28199911,1.46979576874,1.10463834
35.28299911,1.5043061018,1.10463834
35.28399911,1.5,1.10463834
35.28499911,1.46116818619,1.10463834
35.28599911,1.5129336853,1.10463834
35.28699911,1.49137241745,1.10463834
35.28799911,1.5043061018,1.10463834
35.28899911,1.41799951172,1.10463834
35.28999911,1.53020423126,1.10463834
35.29099911,1.4827448349,1.10463834
35.29199911,1.5129336853,1.10463834
35.29299911,1.4870663147,1.10463834
35.29399911,1.47411725044,1.10463834
35.29499911,1.5129336853,1.10463834
35.29599911,1.4956938982,1.10463834
35.29699911,1.5129336853,1.10463834
35.29799911,1.52588274956,1.10463834
35.29899911,1.60357713318,1.10463834
35.29999911,1.4827448349,1.10463834
35.30099911,1.53020423126,1.10463834
35.30199911,1.53883181381,1.10463834
35.30299911,1.56040846252,1.10463834
35.30399911,1.55610235977,1.10463834
35.30499911,1.5215766468,1.10463834
35.30599911,1.56472994232,1.10463834
35.30699911,1.52588274956,1.10463834
35.30799911,1.53452571106,1.10463834
35.30899911,1.47411725044,1.10463834
35.30999911,1.56905142212,1.10463834
35.31099911,1.52588274956,1.10463834
35.31199911,1.54315329361,1.10463834
35.31299911,1.52588274956,1.10463834
35.31399911,1.5215766468,1.10463834
35.31499911,1.53452571106,1.10463834
35.31599911,1.4870663147,1.10463834
35.31699911,1.5129336853,1.10463834
35.31799911,1.5215766468,1.10463834
35.31899911,1.59062806702,1.10463834
35.31999911,1.49137241745,1.10463834
35.32099911,1.5129336853,1.10463834
35.32199911,1.4784233532,1.10463834
35.32299911,1.50862758255,1.10463834
35.32399911,1.53452571106,1.10463834
35.32499911,1.4784233532,1.10463834
35.32599911,1.52588274956,1.10463834
35.32699911,1.4784233532,1.10463834
35.32799911,1.4784233532,1.10463834
35.32899911,1.42232099915,1.10463834
35.32999911,1.52588274956,1.10463834
35.33099911,1.44389764023,1.10463834
35.33199911,1.4827448349,1.10463834
35.33299911,1.43959153748,1.10463834
35.33399911,1.45254059982,1.10463834
35.33499911,1.5,1.10463834
35.33599911,1.43959153748,1.10463834
35.33699911,1.47411725044,1.10463834
35.33799911,1.4784233532,1.10463834
35.33899911,1.53452571106,1.10463834
35.33999911,1.43527005768,1.10463834
35.34099911,1.5,1.10463834
35.34199911,1.5,1.10463834
35.34299911,1.52588274956,1.10463834
35.34399911,1.54315329361,1.10463834
35.34499911,1.4956938982,1.10463834
35.34599911,1.56040846252,1.10463834
35.34699911,1.5215766468,1.10463834
35.34799911,1.5129336853,1.10463834
35.34899911,1.46116818619,1.10463834
35.34999911,1.56040846252,1.10463834
35.35099911,1.4870663147,1.10463834
35.35199911,1.54745940018,1.10463834
35.35299911,1.4784233532,1.10463834
35.35399911,1.47411725044,1.10463834
35.35499911,1.5172551651,1.10463834
35.35599911,1.43527005768,1.10463834
35.35699911,1.4870663147,1.10463834
35.35799911,1.45684670639,1.10463834
35.35899911,1.5172551651,1.10463834
35.35999911,1.41369341278,1.10463834
35.36099911,1.46979576874,1.10463834
35.36199911,1.4784233532,1.10463834
35.36299911,1.47411725044,1.10463834
35.36399911,1.46979576874,1.10463834
35.36499911,1.44821912384,1.10463834
35.36599911,1.5043061018,1.10463834
35.36699911,1.46116818619,1.10463834
35.36799911,1.46979576874,1.10463834
35.36899911,1.41799951172,1.10463834
35.36999911,1.54745940018,1.10463834
35.37099911,1.45254059982,1.10463834
35.37199911,1.5043061018,1.10463834
35.37299911,1.44821912384,1.10463834
35.37399911,1.4870663147,1.10463834
35.37499911,1.50862758255,1.10463834
35.37599911,1.43959153748,1.10463834
35.37699911,1.5,1.10463834
35.37799911,1.5,1.10463834
35.37899911,1.53020423126,1.10463834
35.37999911,1.43959153748,1.10463834
35.38099911,1.5172551651,1.10463834
35.38199911,1.50862758255,1.10463834
35.38299911,1.53452571106,1.10463834
35.38399911,1.5215766468,1.10463834
35.38499911,1.4827448349,1.10463834
35.38599911,1.54745940018,1.10463834
35.38699911,1.4956938982,1.10463834
35.38799911,1.4784233532,1.10463834
35.38899911,1.43959153748,1.10463834
35.38999911,1.55178087616,1.10463834
35.39099911,1.46116818619,1.10463834
35.39199911,1.50862758255,1.10463834
35.39299911,1.4870663147,1.10463834
35.39399911,1.4870663147,1.10463834
35.39499911,1.53020423126,1.10463834
35.39599911,1.46116818619,1.10463834
35.39699911,1.50862758255,1.10463834
35.39799911,1.5215766468,1.10463834
35.39899911,1.54745940018,1.10463834
35.39999911,1.49137241745,1.10463834
35.40099911,1.54745940018,1.10463834
35.40199911,1.53020423126,1.10463834
35.40299911,1.53883181381,1.10463834
35.40399911,1.54315329361,1.10463834
35.40499911,1.5043061018,1.10463834
35.40599911,1.57335752869,1.10463834
35.40699911,1.5215766468,1.10463834
35.40799911,1.53452571106,1.10463834
35.40899911,1.46547428894,1.10463834
35.40999911,1.61652619934,1.10463834
35.41099911,1.5215766468,1.10463834
35.41199911,1.5172551651,1.10463834
35.41299911,1.4827448349,1.10463834
35.41399911,1.49137241745,1.10463834
35.41499911,1.5129336853,1.10463834
35.41599911,1.44389764023,1.10463834
35.41699911,1.49137241745,1.10463834
35.41799911,1.49137241745,1.10463834
35.41899911,1.52588274956,1.10463834
35.41999911,1.44821912384,1.10463834
35.42099911,1.50862758255,1.10463834
35.42199911,1.49137241745,1.10463834
35.42299911,1.5043061018,1.10463834
35.42399911,1.5129336853,1.10463834
35.42499911,1.4870663147,1.10463834
35.42599911,1.56040846252,1.10463834
35.42699911,1.5,1.10463834
35.42799911,1.5,1.10463834
35.4289991,1.44389764023,1.10463834
35.4299991,1.58200048828,1.10463834
35.4309991,1.53452571106,1.10463834
35.4319991,1.50862758255,1.10463834
35.4329991,1.50862758255,1.10463834
35.4339991,1.49137241745,1.10463834
35.4349991,1.53452571106,1.10463834
35.4359991,1.43959153748,1.10463834
35.4369991,1.5215766468,1.10463834
35.4379991,1.5129336853,1.10463834
35.4389991,1.55610235977,1.10463834
35.4399991,1.4784233532,1.10463834
35.4409991,1.49137241745,1.10463834
35.4419991,1.5,1.10463834
35.4429991,1.50862758255,1.10463834
35.4439991,1.54315329361,1.10463834
35.4449991,1.5,1.10463834
35.4459991,1.57335752869,1.10463834
35.4469991,1.4870663147,1.10463834
35.4479991,1.4827448349,1.10463834
35.4489991,1.42664247131,1.10463834
35.4499991,1.53020423126,1.10463834
35.4509991,1.4784233532,1.10463834
35.4519991,1.4870663147,1.10463834
35.4529991,1.4870663147,1.10463834
35.4539991,1.45254059982,1.10463834
35.4549991,1.4870663147,1.10463834
35.4559991,1.40937193298,1.10463834
35.4569991,1.4784233532,1.10463834
35.4579991,1.4784233532,1.10463834
35.4589991,1.52588274956,1.10463834
35.4599991,1.43527005768,1.10463834
35.4609991,1.4956938982,1.10463834
35.4619991,1.50862758255,1.10463834
35.4629991,1.47411725044,1.10463834
35.4639991,1.50862758255,1.10463834
35.4649991,1.4827448349,1.10463834
35.4659991,1.57335752869,1.10463834
35.4669991,1.5,1.10463834
35.4679991,1.49137241745,1.10463834
35.4689991,1.46547428894,1.10463834
35.4699991,1.56905142212,1.10463834
35.4709991,1.5,1.10463834
35.4719991,1.52588274956,1.10463834
35.4729991,1.53020423126,1.10463834
35.4739991,1.49137241745,1.10463834
35.4749991,1.5215766468,1.10463834
35.4759991,1.42232099915,1.10463834
35.4769991,1.49137241745,1.10463834
35.4779991,1.49137241745,1.10463834
35.4789991,1.53020423126,1.10463834
35.4799991,1.42232099915,1.10463834
35.4809991,1.5043061018,1.10463834
35.4819991,1.5043061018,1.10463834
35.4829991,1.50862758255,1.10463834
35.4839991,1.50862758255,1.10463834
35.4849991,1.4827448349,1.10463834
35.4859991,1.57335752869,1.10463834
35.4869991,1.50862758255,1.10463834
35.4879991,1.5,1.10463834
35.4889991,1.4870663147,1.10463834
35.4899991,1.59062806702,1.10463834
35.4909991,1.5043061018,1.10463834
35.4919991,1.5215766468,1.10463834
35.4929991,1.5129336853,1.10463834
35.4939991,1.5043061018,1.10463834
35.4949991,1.53452571106,1.10463834
35.4959991,1.42232099915,1.10463834
35.4969991,1.49137241745,1.10463834
35.4979991,1.4956938982,1.10463834
35.4989991,1.5215766468,1.10463834
35.4999991,1.41799951172,1.10463834
35.5009991,1.4956938982,1.10463834
35.5019991,1.47411725044,1.10463834
35.5029991,1.46979576874,1.10463834
35.5039991,1.5043061018,1.10463834
35.5049991,1.4827448349,1.10463834
35.5059991,1.54745940018,1.10463834
35.5069991,1.49137241745,1.10463834
35.5079991,1.4784233532,1.10463834
35.5089991,1.47411725044,1.10463834
35.5099991,1.59925565338,1.10463834
35.5109991,1.52588274956,1.10463834
35.5119991,1.5,1.10463834
35.5129991,1.5172551651,1.10463834
35.5139991,1.5172551651,1.10463834
35.5149991,1.54745940018,1.10463834
35.5159991,1.42664247131,1.10463834
35.5169991,1.5,1.10463834
35.5179991,1.4956938982,1.10463834
35.5189991,1.53020423126,1.10463834
35.5199991,1.45254059982,1.10463834
35.5209991,1.4870663147,1.10463834
35.5219991,1.50862758255,1.10463834
35.5229991,1.5129336853,1.10463834
35.5239991,1.5172551651,1.10463834
35.5249991,1.4784233532,1.10463834
35.5259991,1.56040846252,1.10463834
35.5269991,1.4827448349,1.10463834
35.5279991,1.4827448349,1.10463834
35.5289991,1.46547428894,1.0873524
35.5299991,1.58200048828,1.10463834
35.5309991,1.5215766468,1.10463834
35.5319991,1.4827448349,1.10463834
35.5329991,1.47411725044,1.10463834
35.5339991,1.5129336853,1.10463834
35.5349991,1.5,1.10463834
35.5359991,1.38779528046,1.10463834
35.5369991,1.4784233532,1.10463834
35.5379991,1.46979576874,1.10463834
35.5389991,1.5043061018,1.10463834
35.5399991,1.41369341278,1.10463834
35.5409991,1.4784233532,1.10463834
35.5419991,1.5,1.10463834
35.5429991,1.4956938982,1.10463834
35.5439991,1.50862758255,1.10463834
35.5449991,1.4827448349,1.10463834
35.5459991,1.56472994232,1.10463834
35.5469991,1.4870663147,1.10463834
35.5479991,1.49137241745,1.10463834
35.5489991,1.4956938982,1.10463834
35.5499991,1.57767900085,1.10463834
35.5509991,1.5172551651,1.10463834
35.5519991,1.4870663147,1.10463834
35.5529991,1.5043061018,1.10463834
35.5539991,1.53452571106,1.10463834
35.5549991,1.52588274956,1.10463834
35.5559991,1.43527005768,1.10463834
35.5569991,1.5,1.10463834
35.5579991,1.49137241745,1.10463834
35.5589991,1.5215766468,1.10463834
35.5599991,1.44389764023,1.10463834
35.5609991,1.49137241745,1.10463834
35.5619991,1.50862758255,1.10463834
35.5629991,1.4784233532,1.10463834
35.5639991,1.4956938982,1.10463834
35.5649991,1.46979576874,1.10463834
35.5659991,1.54315329361,1.10463834
35.5669991,1.46116818619,1.10463834
35.5679991,1.46547428894,1.10463834
35.5689991,1.46547428894,1.10463834
35.5699991,1.56040846252,1.10463834
35.5709991,1.4956938982,1.10463834
35.5719991,1.4784233532,1.10463834
35.5729991,1.47411725044,1.10463834
35.5739991,1.50862758255,1.10463834
35.5749991,1.4956938982,1.10463834
